"Date","Price","Open","High","Low","Vol.","Change %"
"01/20/2021","1,515.72","1,524.91","1,529.50","1,511.41","27.07B","-0.45%"
"01/19/2021","1,522.59","1,519.37","1,529.17","1,518.66","25.10B","0.83%"
"01/18/2021","1,510.13","1,511.04","1,515.51","1,503.04","23.39B","-0.59%"
"01/15/2021","1,519.13","1,537.03","1,544.11","1,513.48","29.71B","-1.10%"
"01/14/2021","1,535.98","1,545.35","1,552.78","1,533.52","27.06B","-0.73%"
"01/13/2021","1,547.31","1,548.30","1,561.66","1,542.42","28.54B","0.48%"
"01/12/2021","1,539.85","1,536.75","1,542.65","1,528.50","24.36B","0.22%"
"01/11/2021","1,536.49","1,539.79","1,550.75","1,527.75","26.46B","0.00%"
"01/08/2021","1,536.44","1,528.12","1,538.61","1,521.17","30.49B","1.50%"
"01/07/2021","1,513.78","1,510.64","1,519.91","1,502.81","32.61B","1.44%"
"01/06/2021","1,492.36","1,506.56","1,514.89","1,485.79","35.56B","-0.95%"
"01/05/2021","1,506.65","1,467.89","1,506.66","1,466.05","31.46B","2.62%"
"01/04/2021","1,468.24","1,428.80","1,468.27","1,425.48","26.48B","1.30%"
"12/30/2020","1,449.35","1,467.74","1,479.04","1,445.36","22.62B","-0.86%"
"12/29/2020","1,461.95","1,452.39","1,468.60","1,440.59","22.53B","0.64%"
"12/28/2020","1,452.67","1,505.15","1,512.99","1,452.48","24.91B","-2.26%"
"12/25/2020","1,486.31","1,463.32","1,486.84","1,462.77","21.09B","2.40%"
"12/24/2020","1,451.52","1,420.60","1,453.87","1,409.75","25.46B","2.51%"
"12/23/2020","1,416.02","1,422.59","1,440.52","1,414.21","26.23B","-0.59%"
"12/22/2020","1,424.39","1,405.42","1,428.11","1,388.23","27.94B","1.61%"
"12/21/2020","1,401.78","1,429.50","1,453.88","1,401.58","34.40B","-5.44%"
"12/18/2020","1,482.38","1,485.27","1,489.78","1,475.01","23.06B","-0.10%"
"12/17/2020","1,483.89","1,487.70","1,495.37","1,483.32","36.45B","0.12%"
"12/16/2020","1,482.09","1,487.28","1,488.86","1,475.09","29.34B","0.33%"
"12/15/2020","1,477.21","1,468.22","1,478.61","1,459.97","26.80B","0.07%"
"12/14/2020","1,476.13","1,491.87","1,495.18","1,471.56","26.56B","-0.44%"
"12/09/2020","1,482.67","1,490.77","1,503.89","1,474.83","31.19B","0.25%"
"12/08/2020","1,478.92","1,448.08","1,484.73","1,442.65","34.08B","2.01%"
"12/04/2020","1,449.83","1,439.82","1,454.94","1,439.14","26.86B","0.80%"
"12/03/2020","1,438.32","1,424.16","1,439.22","1,420.69","24.84B","1.44%"
"12/02/2020","1,417.95","1,416.58","1,430.49","1,415.10","24.66B","-0.21%"
"12/01/2020","1,420.87","1,418.06","1,430.03","1,416.39","24.39B","0.89%"
"11/30/2020","1,408.31","1,429.99","1,435.04","1,408.02","28.79B","-2.05%"
"11/27/2020","1,437.78","1,431.26","1,444.53","1,429.43","22.46B","0.29%"
"11/26/2020","1,433.56","1,420.96","1,433.57","1,416.79","22.60B","1.26%"
"11/25/2020","1,415.72","1,416.84","1,428.36","1,392.42","27.66B","1.01%"
"11/24/2020","1,401.63","1,429.44","1,432.56","1,401.29","27.32B","-1.32%"
"11/23/2020","1,420.43","1,397.53","1,422.43","1,395.58","29.18B","2.24%"
"11/20/2020","1,389.34","1,369.96","1,390.37","1,368.20","23.72B","1.45%"
"11/19/2020","1,369.42","1,363.58","1,375.02","1,362.41","24.22B","0.35%"
"11/18/2020","1,364.59","1,345.76","1,364.64","1,341.46","21.23B","1.09%"
"11/17/2020","1,349.81","1,356.41","1,365.91","1,344.55","22.78B","-0.09%"
"11/16/2020","1,351.06","1,360.94","1,365.87","1,351.04","22.38B","0.34%"
"11/13/2020","1,346.47","1,330.49","1,352.51","1,327.73","25.57B","0.76%"
"11/12/2020","1,336.31","1,340.43","1,341.57","1,327.17","24.01B","-0.67%"
"11/11/2020","1,345.34","1,353.65","1,356.83","1,331.39","25.15B","0.31%"
"11/10/2020","1,341.24","1,330.14","1,346.72","1,313.04","33.25B","4.31%"
"11/09/2020","1,285.88","1,281.41","1,293.90","1,277.52","26.81B","2.05%"
"11/06/2020","1,260.08","1,265.84","1,270.22","1,251.08","29.08B","-0.34%"
"11/05/2020","1,264.32","1,234.61","1,266.58","1,232.72","32.30B","3.43%"
"11/04/2020","1,222.44","1,223.67","1,231.05","1,214.49","25.63B","0.09%"
"11/03/2020","1,221.33","1,210.06","1,222.78","1,209.90","19.87B","1.59%"
"11/02/2020","1,202.16","1,196.64","1,202.55","1,191.44","18.62B","0.60%"
"10/30/2020","1,194.95","1,204.05","1,204.99","1,187.49","19.52B","-0.56%"
"10/29/2020","1,201.64","1,200.43","1,206.84","1,195.99","20.33B","-0.52%"
"10/28/2020","1,207.94","1,207.42","1,217.88","1,205.88","22.68B","-0.08%"
"10/27/2020","1,208.95","1,201.45","1,212.03","1,197.74","18.47B","0.08%"
"10/26/2020","1,207.97","1,212.49","1,215.79","1,205.81","17.89B","-0.46%"
"10/22/2020","1,213.61","1,214.63","1,223.48","1,204.73","24.05B","-0.24%"
"10/21/2020","1,216.48","1,217.10","1,222.62","1,211.85","19.44B","0.48%"
"10/20/2020","1,210.67","1,205.33","1,219.16","1,202.03","21.64B","0.16%"
"10/19/2020","1,208.75","1,221.88","1,223.15","1,205.61","22.46B","-2.02%"
"10/16/2020","1,233.68","1,245.40","1,247.89","1,226.95","18.80B","-0.75%"
"10/15/2020","1,242.96","1,255.05","1,258.09","1,240.75","20.56B","-1.66%"
"10/14/2020","1,263.99","1,269.49","1,271.10","1,257.84","20.33B","-0.74%"
"10/12/2020","1,273.43","1,269.50","1,277.64","1,265.27","20.18B","0.50%"
"10/09/2020","1,267.14","1,279.79","1,280.81","1,264.24","19.63B","-0.60%"
"10/08/2020","1,274.83","1,269.85","1,282.65","1,269.50","21.62B","0.88%"
"10/07/2020","1,263.71","1,248.25","1,264.29","1,245.09","19.92B","1.08%"
"10/06/2020","1,250.15","1,251.89","1,257.46","1,249.14","19.88B","0.58%"
"10/05/2020","1,242.99","1,245.79","1,248.67","1,239.06","14.44B","0.44%"
"10/02/2020","1,237.54","1,245.11","1,246.78","1,231.11","18.63B","-0.81%"
"10/01/2020","1,247.59","1,244.23","1,251.11","1,232.81","16.87B","0.85%"
"09/30/2020","1,237.04","1,259.08","1,260.06","1,236.53","16.98B","-1.61%"
"09/29/2020","1,257.34","1,266.77","1,267.67","1,254.34","14.52B","-0.45%"
"09/28/2020","1,263.02","1,251.23","1,264.50","1,251.12","14.51B","1.45%"
"09/25/2020","1,244.94","1,251.67","1,256.40","1,241.66","16.69B","-0.20%"
"09/24/2020","1,247.46","1,255.79","1,260.31","1,241.52","18.28B","-1.31%"
"09/23/2020","1,264.01","1,271.19","1,272.59","1,260.64","17.52B","-0.29%"
"09/22/2020","1,267.63","1,271.36","1,275.27","1,262.41","16.37B","-0.59%"
"09/21/2020","1,275.16","1,293.77","1,295.35","1,273.44","16.40B","-1.03%"
"09/18/2020","1,288.39","1,287.74","1,293.29","1,280.43","15.68B","0.31%"
"09/17/2020","1,284.40","1,289.60","1,292.42","1,280.11","17.28B","-0.70%"
"09/16/2020","1,293.48","1,287.01","1,295.80","1,284.09","16.83B","0.57%"
"09/15/2020","1,286.18","1,276.93","1,287.04","1,274.62","16.56B","1.09%"
"09/14/2020","1,272.34","1,285.16","1,287.35","1,270.59","16.36B","-0.60%"
"09/11/2020","1,279.96","1,290.16","1,296.13","1,279.33","18.90B","-0.85%"
"09/10/2020","1,290.89","1,295.01","1,298.33","1,286.15","16.69B","-0.19%"
"09/09/2020","1,293.40","1,279.24","1,295.55","1,276.38","17.75B","-0.03%"
"09/08/2020","1,293.80","1,305.64","1,305.85","1,293.33","16.38B","-1.38%"
"09/03/2020","1,311.95","1,320.63","1,322.66","1,308.84","18.07B","-0.30%"
"09/02/2020","1,315.88","1,304.70","1,316.08","1,301.78","16.22B","0.79%"
"09/01/2020","1,305.57","1,312.75","1,316.68","1,301.14","18.98B","-0.39%"
"08/31/2020","1,310.66","1,328.70","1,333.30","1,308.73","16.69B","-0.96%"
"08/28/2020","1,323.31","1,335.30","1,337.61","1,319.45","20.00B","-0.26%"
"08/27/2020","1,326.81","1,322.48","1,331.64","1,320.91","19.71B","0.32%"
"08/26/2020","1,322.55","1,317.74","1,323.97","1,311.14","19.67B","0.50%"
"08/25/2020","1,315.99","1,324.81","1,327.42","1,315.13","19.66B","-0.09%"
"08/24/2020","1,317.11","1,305.22","1,318.20","1,299.05","18.06B","1.37%"
"08/21/2020","1,299.26","1,305.82","1,307.64","1,296.68","17.44B","0.19%"
"08/20/2020","1,296.79","1,296.37","1,303.72","1,292.59","21.12B","-0.91%"
"08/19/2020","1,308.67","1,331.54","1,332.79","1,301.97","21.62B","-1.61%"
"08/18/2020","1,330.11","1,321.38","1,330.40","1,321.07","17.10B","0.70%"
"08/17/2020","1,320.91","1,329.82","1,331.80","1,315.89","18.76B","-0.46%"
"08/14/2020","1,327.05","1,345.56","1,347.63","1,324.97","20.20B","-1.46%"
"08/13/2020","1,346.69","1,349.08","1,353.53","1,343.09","24.24B","0.74%"
"08/11/2020","1,336.84","1,334.10","1,343.16","1,332.24","22.70B","1.12%"
"08/10/2020","1,322.01","1,327.16","1,330.17","1,321.90","15.86B","-0.18%"
"08/07/2020","1,324.40","1,331.92","1,333.21","1,321.16","17.32B","-0.66%"
"08/06/2020","1,333.22","1,336.13","1,346.49","1,333.18","20.14B","-0.31%"
"08/05/2020","1,337.35","1,335.52","1,341.23","1,326.07","21.28B","0.49%"
"08/04/2020","1,330.81","1,330.60","1,338.08","1,328.13","18.67B","0.73%"
"08/03/2020","1,321.23","1,324.46","1,325.31","1,311.25","19.45B","-0.55%"
"07/31/2020","1,328.53","1,314.99","1,328.64","1,303.25","21.00B","0.97%"
"07/30/2020","1,315.74","1,345.09","1,347.45","1,313.10","19.97B","-1.69%"
"07/29/2020","1,338.35","1,346.60","1,349.91","1,337.03","15.93B","-0.19%"
"07/24/2020","1,340.92","1,348.81","1,350.93","1,337.21","15.23B","-1.38%"
"07/23/2020","1,359.65","1,356.97","1,363.90","1,348.92","17.58B","0.19%"
"07/22/2020","1,357.04","1,380.97","1,382.29","1,356.86","18.19B","-1.45%"
"07/21/2020","1,377.00","1,366.83","1,379.15","1,366.59","16.08B","1.38%"
"07/20/2020","1,358.29","1,358.62","1,365.71","1,352.03","15.47B","-0.09%"
"07/17/2020","1,359.58","1,353.27","1,361.39","1,350.10","13.33B","0.87%"
"07/16/2020","1,347.86","1,354.23","1,357.26","1,343.02","13.32B","-0.48%"
"07/15/2020","1,354.31","1,351.50","1,356.93","1,344.76","16.12B","0.99%"
"07/14/2020","1,341.07","1,332.87","1,342.30","1,326.65","18.13B","-0.10%"
"07/13/2020","1,342.37","1,361.75","1,363.82","1,339.69","17.44B","-0.60%"
"07/10/2020","1,350.50","1,357.99","1,363.28","1,346.72","16.29B","-1.12%"
"07/09/2020","1,365.81","1,367.24","1,370.80","1,358.03","16.92B","0.25%"
"07/08/2020","1,362.46","1,371.91","1,379.71","1,361.24","18.11B","-0.78%"
"07/07/2020","1,373.22","1,389.18","1,391.77","1,373.20","18.92B","0.07%"
"07/03/2020","1,372.27","1,377.67","1,380.08","1,370.37","19.72B","-0.14%"
"07/02/2020","1,374.13","1,357.21","1,376.31","1,353.50","17.17B","1.83%"
"07/01/2020","1,349.44","1,345.62","1,350.16","1,331.60","15.43B","0.78%"
"06/30/2020","1,339.03","1,344.54","1,351.59","1,339.03","13.75B","0.70%"
"06/29/2020","1,329.76","1,320.73","1,329.94","1,312.59","14.70B","-0.04%"
"06/26/2020","1,330.34","1,335.55","1,344.04","1,328.49","12.82B","0.34%"
"06/25/2020","1,325.88","1,317.72","1,325.88","1,306.67","18.14B","-0.57%"
"06/24/2020","1,333.43","1,362.42","1,365.46","1,333.32","16.34B","-1.70%"
"06/23/2020","1,356.43","1,359.55","1,361.84","1,351.92","14.40B","0.31%"
"06/22/2020","1,352.18","1,359.30","1,367.98","1,347.60","17.82B","-1.36%"
"06/19/2020","1,370.82","1,376.89","1,380.02","1,368.03","15.24B","-0.16%"
"06/18/2020","1,372.98","1,359.68","1,377.39","1,358.11","19.99B","-0.23%"
"06/17/2020","1,376.18","1,362.78","1,381.00","1,358.27","20.64B","0.66%"
"06/16/2020","1,367.13","1,374.59","1,376.99","1,362.38","20.48B","1.87%"
"06/15/2020","1,341.99","1,373.50","1,379.78","1,338.25","22.85B","-2.93%"
"06/12/2020","1,382.56","1,359.00","1,386.22","1,353.51","24.19B","-1.02%"
"06/11/2020","1,396.77","1,413.20","1,421.51","1,384.68","25.31B","-1.55%"
"06/10/2020","1,418.77","1,417.04","1,423.36","1,402.46","18.98B","0.74%"
"06/09/2020","1,408.37","1,438.64","1,448.13","1,400.87","26.70B","-2.11%"
"06/08/2020","1,438.66","1,449.76","1,454.95","1,429.68","23.48B","0.21%"
"06/05/2020","1,435.70","1,416.72","1,438.09","1,402.77","25.99B","1.75%"
"06/04/2020","1,411.01","1,396.25","1,413.54","1,393.21","26.26B","2.68%"
"06/02/2020","1,374.18","1,361.64","1,374.29","1,357.23","17.13B","1.61%"
"06/01/2020","1,352.37","1,355.39","1,362.46","1,348.99","17.54B","0.71%"
"05/29/2020","1,342.85","1,333.70","1,342.88","1,323.12","19.12B","0.40%"
"05/28/2020","1,337.51","1,356.02","1,358.60","1,337.50","19.75B","-0.57%"
"05/27/2020","1,345.11","1,339.18","1,345.53","1,328.07","17.86B","0.68%"
"05/26/2020","1,336.09","1,335.87","1,345.31","1,332.30","19.30B","1.14%"
"05/25/2020","1,320.98","1,308.16","1,323.43","1,302.12","15.81B","1.30%"
"05/22/2020","1,303.97","1,309.92","1,311.54","1,286.76","16.73B","-1.27%"
"05/21/2020","1,320.69","1,330.84","1,333.25","1,315.03","15.57B","-0.11%"
"05/20/2020","1,322.20","1,311.36","1,322.22","1,306.96","15.16B","0.94%"
"05/19/2020","1,309.95","1,308.96","1,318.01","1,304.49","16.96B","1.82%"
"05/18/2020","1,286.53","1,290.11","1,295.94","1,283.60","13.38B","0.45%"
"05/15/2020","1,280.76","1,287.06","1,289.24","1,278.86","12.89B","0.03%"
"05/14/2020","1,280.40","1,286.63","1,290.24","1,275.85","12.51B","-1.09%"
"05/13/2020","1,294.55","1,297.03","1,303.28","1,290.47","14.32B","-0.40%"
"05/12/2020","1,299.69","1,286.31","1,301.88","1,283.87","12.12B","0.96%"
"05/11/2020","1,287.30","1,277.41","1,293.35","1,276.60","12.18B","1.68%"
"05/08/2020","1,266.02","1,265.23","1,270.54","1,256.74","10.07B","0.64%"
"05/07/2020","1,257.98","1,274.50","1,277.36","1,252.20","12.31B","-1.62%"
"05/05/2020","1,278.63","1,287.70","1,289.09","1,278.50","11.94B","-1.77%"
"04/30/2020","1,301.66","1,297.93","1,301.66","1,292.97","14.70B","1.48%"
"04/29/2020","1,282.68","1,282.57","1,286.45","1,275.68","13.13B","0.60%"
"04/28/2020","1,274.99","1,267.46","1,283.01","1,260.96","14.35B","0.60%"
"04/27/2020","1,267.41","1,271.22","1,272.75","1,258.45","12.53B","0.69%"
"04/24/2020","1,258.78","1,274.21","1,280.02","1,255.73","15.33B","-1.08%"
"04/23/2020","1,272.53","1,266.61","1,276.18","1,260.80","14.62B","0.85%"
"04/22/2020","1,261.81","1,245.90","1,262.43","1,231.58","14.86B","0.71%"
"04/21/2020","1,252.92","1,247.52","1,260.96","1,243.58","15.00B","-1.06%"
"04/20/2020","1,266.40","1,241.94","1,273.25","1,237.22","16.02B","2.19%"
"04/17/2020","1,239.24","1,230.34","1,239.52","1,218.57","12.40B","3.26%"
"04/16/2020","1,200.15","1,226.16","1,231.05","1,200.14","12.27B","-2.91%"
"04/15/2020","1,236.10","1,253.92","1,261.66","1,233.66","14.43B","-1.61%"
"04/14/2020","1,256.35","1,252.50","1,267.55","1,241.10","14.91B","1.58%"
"04/13/2020","1,236.78","1,229.21","1,237.23","1,220.00","10.00B","0.71%"
"04/10/2020","1,228.03","1,207.47","1,228.07","1,205.15","10.83B","1.45%"
"04/09/2020","1,210.48","1,220.78","1,243.50","1,202.25","15.53B","0.39%"
"04/08/2020","1,205.77","1,202.00","1,213.55","1,192.98","15.12B","-0.76%"
"04/07/2020","1,214.95","1,184.87","1,220.67","1,173.14","15.30B","6.68%"
"04/03/2020","1,138.84","1,150.86","1,156.59","1,130.54","12.22B","0.05%"
"04/02/2020","1,138.27","1,113.91","1,142.47","1,105.31","13.90B","2.96%"
"04/01/2020","1,105.51","1,117.51","1,132.10","1,105.34","19.76B","-1.81%"
"03/31/2020","1,125.86","1,108.79","1,127.92","1,104.12","10.19B","3.50%"
"03/30/2020","1,087.82","1,087.35","1,094.12","1,073.37","7.53B","-1.09%"
"03/27/2020","1,099.76","1,112.83","1,124.28","1,089.14","9.92B","0.71%"
"03/26/2020","1,091.96","1,074.64","1,103.59","1,072.94","9.24B","1.10%"
"03/25/2020","1,080.03","1,063.23","1,099.94","1,050.72","10.39B","4.47%"
"03/24/2020","1,033.84","1,064.33","1,067.51","1,024.38","9.37B","0.92%"
"03/23/2020","1,024.46","1,045.65","1,065.67","1,022.83","8.90B","-9.12%"
"03/20/2020","1,127.24","1,077.65","1,133.56","1,070.05","12.29B","7.95%"
"03/19/2020","1,044.19","1,019.07","1,048.80","1,010.60","7.74B","-0.38%"
"03/18/2020","1,048.15","1,053.04","1,076.16","1,026.89","7.56B","1.25%"
"03/17/2020","1,035.17","1,045.09","1,068.85","1,035.16","8.76B","-1.04%"
"03/16/2020","1,046.08","1,072.30","1,105.20","1,043.79","9.80B","-7.34%"
"03/13/2020","1,128.91","1,008.06","1,164.16","969.08","17.37B","1.26%"
"03/12/2020","1,114.91","1,184.16","1,187.39","1,095.37","17.07B","-10.80%"
"03/11/2020","1,249.89","1,268.56","1,281.63","1,238.00","16.73B","-1.68%"
"03/10/2020","1,271.25","1,262.80","1,285.65","1,258.70","15.39B","1.22%"
"03/09/2020","1,255.94","1,272.95","1,299.77","1,249.31","20.00B","-7.96%"
"03/06/2020","1,364.57","1,373.19","1,374.20","1,359.75","17.49B","-1.89%"
"03/05/2020","1,390.83","1,391.35","1,408.35","1,390.83","19.92B","0.89%"
"03/04/2020","1,378.61","1,361.44","1,380.82","1,358.24","18.62B","0.26%"
"03/03/2020","1,375.02","1,357.72","1,380.39","1,352.22","18.41B","2.94%"
"03/02/2020","1,335.72","1,355.99","1,358.52","1,317.45","21.01B","-0.36%"
"02/28/2020","1,340.52","1,348.46","1,357.15","1,337.00","19.18B","-3.91%"
"02/27/2020","1,395.08","1,369.83","1,397.69","1,355.63","21.21B","2.10%"
"02/26/2020","1,366.41","1,425.56","1,428.35","1,366.41","25.42B","-5.05%"
"02/25/2020","1,439.10","1,436.24","1,446.63","1,416.40","23.47B","0.25%"
"02/24/2020","1,435.56","1,473.57","1,474.12","1,435.56","19.30B","-3.98%"
"02/21/2020","1,495.09","1,480.53","1,495.17","1,476.89","16.70B","0.26%"
"02/20/2020","1,491.24","1,504.48","1,504.95","1,484.51","17.80B","-0.95%"
"02/19/2020","1,505.54","1,517.78","1,523.61","1,501.74","17.88B","-0.54%"
"02/18/2020","1,513.68","1,521.00","1,522.33","1,510.52","14.87B","-0.89%"
"02/17/2020","1,527.25","1,528.48","1,532.87","1,523.74","16.81B","0.06%"
"02/14/2020","1,526.30","1,537.16","1,540.46","1,524.15","18.10B","-0.42%"
"02/13/2020","1,532.77","1,539.31","1,542.19","1,530.44","16.44B","-0.46%"
"02/12/2020","1,539.84","1,530.59","1,542.76","1,529.15","16.55B","1.04%"
"02/11/2020","1,523.93","1,538.31","1,539.43","1,522.97","16.47B","-0.74%"
"02/07/2020","1,535.24","1,536.28","1,539.36","1,527.34","18.66B","-0.04%"
"02/06/2020","1,535.79","1,538.29","1,541.81","1,530.51","21.03B","0.11%"
"02/05/2020","1,534.14","1,521.67","1,534.93","1,516.55","21.54B","0.97%"
"02/04/2020","1,519.38","1,501.34","1,520.10","1,499.21","17.78B","1.56%"
"02/03/2020","1,496.06","1,507.28","1,513.43","1,495.94","16.15B","-1.19%"
"01/31/2020","1,514.14","1,528.86","1,532.09","1,514.14","15.29B","-0.65%"
"01/30/2020","1,523.99","1,516.36","1,525.17","1,515.68","16.43B","-0.04%"
"01/29/2020","1,524.59","1,522.88","1,528.14","1,511.15","19.49B","0.75%"
"01/28/2020","1,513.26","1,519.55","1,535.23","1,507.36","19.84B","-0.71%"
"01/27/2020","1,524.15","1,546.90","1,548.11","1,519.03","20.08B","-2.89%"
"01/24/2020","1,569.55","1,575.07","1,576.68","1,567.07","15.38B","-0.26%"
"01/23/2020","1,573.70","1,570.66","1,577.92","1,567.10","16.85B","-0.06%"
"01/22/2020","1,574.59","1,579.25","1,580.34","1,566.86","19.60B","-0.02%"
"01/21/2020","1,574.94","1,584.17","1,587.85","1,573.26","20.57B","-0.89%"
"01/20/2020","1,589.11","1,597.50","1,598.70","1,586.73","18.03B","-0.71%"
"01/17/2020","1,600.48","1,600.28","1,604.28","1,595.96","18.76B","0.29%"
"01/16/2020","1,595.87","1,582.77","1,598.38","1,581.75","18.70B","0.94%"
"01/15/2020","1,581.05","1,582.96","1,587.77","1,575.98","19.54B","-0.37%"
"01/14/2020","1,586.90","1,589.68","1,592.84","1,579.83","19.13B","0.05%"
"01/13/2020","1,586.16","1,586.13","1,588.79","1,579.34","18.88B","0.35%"
"01/10/2020","1,580.63","1,583.48","1,584.16","1,573.80","16.98B","0.06%"
"01/09/2020","1,579.64","1,572.74","1,581.50","1,568.16","17.45B","1.31%"
"01/08/2020","1,559.27","1,569.82","1,572.03","1,555.75","19.79B","-1.64%"
"01/07/2020","1,585.23","1,578.52","1,585.44","1,570.04","20.38B","1.07%"
"01/06/2020","1,568.50","1,584.13","1,585.56","1,565.93","22.62B","-1.66%"
"01/03/2020","1,594.97","1,596.95","1,604.43","1,592.90","18.76B","-0.05%"
"01/02/2020","1,595.82","1,584.35","1,597.92","1,583.18","17.74B","1.01%"
"12/30/2019","1,579.84","1,581.05","1,583.86","1,575.92","8.44B","0.10%"
"12/27/2019","1,578.22","1,583.46","1,588.02","1,568.05","12.81B","-0.05%"
"12/26/2019","1,579.03","1,573.81","1,579.33","1,573.44","11.06B","0.38%"
"12/25/2019","1,573.00","1,566.59","1,574.41","1,564.85","10.00B","0.28%"
"12/24/2019","1,568.63","1,575.03","1,576.56","1,567.27","14.10B","-0.31%"
"12/23/2019","1,573.57","1,574.85","1,581.40","1,571.30","14.89B","0.04%"
"12/20/2019","1,572.92","1,572.61","1,576.43","1,566.77","17.13B","-0.04%"
"12/19/2019","1,573.51","1,558.80","1,576.50","1,552.88","21.68B","0.62%"
"12/18/2019","1,563.74","1,555.55","1,566.27","1,554.99","17.17B","0.97%"
"12/17/2019","1,548.65","1,551.71","1,556.82","1,543.22","20.39B","-0.07%"
"12/16/2019","1,549.74","1,572.64","1,573.41","1,549.69","18.16B","-1.54%"
"12/13/2019","1,573.91","1,577.38","1,582.16","1,570.07","18.73B","0.64%"
"12/12/2019","1,563.85","1,558.60","1,568.62","1,557.10","18.93B","0.78%"
"12/11/2019","1,551.82","1,555.38","1,559.19","1,546.51","17.67B","-0.07%"
"12/09/2019","1,552.96","1,559.84","1,559.93","1,548.01","17.70B","-0.39%"
"12/06/2019","1,558.99","1,571.10","1,575.79","1,558.50","16.45B","-0.41%"
"12/04/2019","1,565.45","1,562.22","1,570.39","1,556.51","21.73B","-0.14%"
"12/03/2019","1,567.63","1,562.63","1,574.12","1,561.46","18.19B","-0.12%"
"12/02/2019","1,569.53","1,588.59","1,589.34","1,566.68","22.70B","-1.32%"
"11/29/2019","1,590.59","1,594.04","1,594.54","1,580.08","19.94B","-0.44%"
"11/28/2019","1,597.68","1,607.97","1,608.67","1,595.11","18.69B","-0.60%"
"11/27/2019","1,607.27","1,611.85","1,613.81","1,604.34","17.96B","-0.13%"
"11/26/2019","1,609.38","1,618.15","1,620.60","1,608.64","20.30B","-0.34%"
"11/25/2019","1,614.80","1,603.13","1,614.80","1,601.76","16.84B","1.07%"
"11/22/2019","1,597.72","1,595.38","1,599.49","1,591.18","15.65B","0.37%"
"11/21/2019","1,591.86","1,594.95","1,595.77","1,583.77","17.09B","-0.31%"
"11/20/2019","1,596.83","1,599.42","1,603.57","1,595.01","16.07B","-0.65%"
"11/19/2019","1,607.25","1,605.47","1,609.30","1,600.05","17.74B","-0.05%"
"11/18/2019","1,608.00","1,605.19","1,609.99","1,596.80","17.55B","0.36%"
"11/15/2019","1,602.23","1,613.30","1,615.48","1,595.32","19.77B","-0.45%"
"11/14/2019","1,609.47","1,616.61","1,619.86","1,605.32","20.25B","-0.35%"
"11/13/2019","1,615.14","1,621.91","1,627.45","1,610.93","20.31B","-0.68%"
"11/12/2019","1,626.20","1,625.42","1,632.82","1,622.18","18.62B","0.25%"
"11/11/2019","1,622.12","1,632.77","1,634.09","1,619.02","19.04B","-0.96%"
"11/08/2019","1,637.85","1,641.55","1,642.50","1,634.50","18.84B","-0.18%"
"11/07/2019","1,640.88","1,623.64","1,641.38","1,620.12","23.08B","1.04%"
"11/06/2019","1,623.99","1,627.23","1,631.34","1,621.34","23.57B","-0.18%"
"11/05/2019","1,626.87","1,628.73","1,629.77","1,617.72","19.67B","0.28%"
"11/04/2019","1,622.25","1,601.90","1,624.83","1,600.95","25.62B","1.87%"
"11/01/2019","1,592.52","1,600.73","1,603.53","1,589.72","19.55B","-0.56%"
"10/31/2019","1,601.49","1,606.71","1,610.03","1,600.23","22.22B","-0.02%"
"10/30/2019","1,601.83","1,594.40","1,601.83","1,589.48","22.29B","0.67%"
"10/29/2019","1,591.21","1,601.44","1,605.45","1,588.82","19.49B","-0.33%"
"10/28/2019","1,596.48","1,591.64","1,599.10","1,579.13","20.18B","0.20%"
"10/25/2019","1,593.28","1,620.61","1,622.66","1,592.66","24.50B","-1.71%"
"10/24/2019","1,620.97","1,636.07","1,637.49","1,617.59","19.89B","-0.64%"
"10/22/2019","1,631.46","1,625.06","1,631.94","1,624.44","14.28B","0.66%"
"10/21/2019","1,620.78","1,630.43","1,631.63","1,619.49","16.95B","-0.65%"
"10/18/2019","1,631.43","1,634.40","1,637.36","1,623.38","27.91B","-0.08%"
"10/17/2019","1,632.80","1,638.98","1,640.15","1,630.47","18.96B","-0.10%"
"10/16/2019","1,634.46","1,629.88","1,636.51","1,628.87","18.96B","0.46%"
"10/15/2019","1,627.01","1,631.05","1,633.89","1,621.73","19.27B","0.06%"
"10/11/2019","1,626.00","1,613.47","1,627.26","1,613.08","20.08B","1.15%"
"10/10/2019","1,607.50","1,614.07","1,615.25","1,606.71","18.14B","-0.54%"
"10/09/2019","1,616.18","1,610.65","1,617.38","1,603.97","16.65B","0.25%"
"10/08/2019","1,612.17","1,620.29","1,623.56","1,609.27","16.21B","-0.10%"
"10/07/2019","1,613.71","1,611.74","1,616.06","1,607.32","15.56B","0.48%"
"10/04/2019","1,605.96","1,613.70","1,615.33","1,603.61","13.19B","-0.29%"
"10/03/2019","1,610.69","1,606.38","1,614.84","1,605.13","13.84B","-0.18%"
"10/02/2019","1,613.64","1,617.83","1,619.34","1,608.89","14.55B","-0.64%"
"10/01/2019","1,624.09","1,637.59","1,639.14","1,623.03","14.79B","-0.80%"
"09/30/2019","1,637.22","1,643.13","1,645.06","1,634.10","15.02B","-0.40%"
"09/27/2019","1,643.76","1,636.42","1,648.67","1,630.39","14.77B","0.43%"
"09/26/2019","1,636.75","1,633.92","1,638.25","1,630.81","16.25B","0.51%"
"09/25/2019","1,628.38","1,624.69","1,630.56","1,621.63","16.29B","-0.13%"
